DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201906663,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,0845,19,Mission,1987,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344 2032,67,F,O,402,MARKET,,,IC,Invest Cont,440,,,,WOODMAN,ROSCOE,34.2217,-118.4328
211319150,11/18/2021 12:00:00 AM,11/18/2021 12:00:00 AM,1830,13,Newton,1343,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4000 S  CENTRAL                      AV,,34.0114,-118.2624
210604241,01/08/2021 12:00:00 AM,01/07/2021 12:00:00 AM,2300,06,Hollywood,0647,1,350,"THEFT, PERSON",0358 0344 1814 0913,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,6200    HOLLYWOOD                    BL,,34.1016,-118.3252
210105140,01/27/2021 12:00:00 AM,01/26/2021 12:00:00 AM,2003,01,Central,0162,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329 1414,23,F,W,101,STREET,,,IC,Invest Cont,330,,,,800 S  HOPE                         ST,,34.046,-118.2595
202113529,09/06/2020 12:00:00 AM,09/03/2020 12:00:00 AM,2200,21,Topanga,2157,1,310,BURGLARY,0344 1607,23,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,21200    KITTRIDGE                    ST,,34.1913,-118.5942
211707182,04/07/2021 12:00:00 AM,04/07/2021 12:00:00 AM,0300,17,Devonshire,1764,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,28,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,9700    MELVIN                       AV,,34.2464,-118.5601
212007962,04/11/2021 12:00:00 AM,04/11/2021 12:00:00 AM,0230,20,Olympic,2062,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 1822,24,F,W,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,OLYMPIC                      BL,ST ANDREWS                   PL,34.0506,-118.3127
201414972,08/05/2020 12:00:00 AM,07/06/2020 12:00:00 AM,1530,14,Pacific,1443,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0344,0,X,X,721,HIGH SCHOOL,,,IC,Invest Cont,522,,,,13000    VENICE                       BL,,33.999,-118.4427
210707678,04/14/2021 12:00:00 AM,02/26/2021 12:00:00 AM,0830,07,Wilshire,0763,2,354,THEFT OF IDENTITY,0928 1822,61,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 S  OGDEN                        DR,,34.0472,-118.3656
210413985,10/17/2021 12:00:00 AM,10/17/2021 12:00:00 AM,0200,04,Hollenbeck,0462,2,624,BATTERY - SIMPLE ASSAULT,1309 0400 0416 0429,35,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,GERTRUDE                     ST,4TH                          ST,34.0386,-118.2201
211104445,01/14/2021 12:00:00 AM,12/22/2020 12:00:00 AM,1830,11,Northeast,1181,1,330,BURGLARY FROM VEHICLE,0344,32,M,W,101,STREET,,,IC,Invest Cont,330,,,,1300    MOHAWK                       ST,,34.08,-118.2647
202004169,01/03/2020 12:00:00 AM,01/01/2020 12:00:00 AM,2200,20,Olympic,2023,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,56,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,400 S  WESTERN                      AV,,34.0672,-118.3091
210404528,01/15/2021 12:00:00 AM,01/15/2021 12:00:00 AM,1200,04,Hollenbeck,0455,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,65,F,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,STATE,SHERIDAN,34.0541,-118.2125
210506421,03/02/2021 12:00:00 AM,02/28/2021 12:00:00 AM,1700,05,Harbor,0524,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,51,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1300 W  G                            ST,,33.7777,-118.2783
202116948,12/12/2020 12:00:00 AM,12/12/2020 12:00:00 AM,1335,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1420,50,M,W,405,CLOTHING STORE,,,AA,Adult Arrest,442,,,,6700    FALLBROOK                    AV,,34.1883,-118.6274
201711086,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,1040,17,Devonshire,1772,2,901,VIOLATION OF RESTRAINING ORDER,0340 1300 1814 2038 0913,24,F,B,101,STREET,,,AO,Adult Other,901,,,,9400    PENFIELD                     AV,,34.2403,-118.5695
202011821,07/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM,1800,20,Olympic,2046,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,31,F,H,101,STREET,,,IC,Invest Cont,420,,,,2900    JAMES M WOOD                 BL,,34.0559,-118.2922
212114691,10/01/2021 12:00:00 AM,09/26/2021 12:00:00 AM,2008,21,Topanga,2189,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,50,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,20800    VENTURA                      BL,,34.1664,-118.5863
202007883,03/24/2020 12:00:00 AM,03/17/2020 12:00:00 AM,1100,20,Olympic,2013,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0552,9,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,237,,,,100 S  OXFORD                       AV,,34.0737,-118.3079
210314024,08/06/2021 12:00:00 AM,08/05/2021 12:00:00 AM,2030,03,Southwest,0308,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2300    PORTLAND                     ST,,34.0334,-118.2813
202114531,10/06/2020 12:00:00 AM,10/05/2020 12:00:00 AM,2000,21,Topanga,2158,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,28,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,6200    CANOGA                       AV,,34.1828,-118.5974
211916493,12/08/2021 12:00:00 AM,12/03/2021 12:00:00 AM,1614,19,Mission,1971,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,8900    ORION                        AV,,34.2319,-118.472
202113718,09/11/2020 12:00:00 AM,09/11/2020 12:00:00 AM,2030,21,Topanga,2136,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1817 0431,27,F,X,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,21900    SHERMAN                      WY,,34.2047,-118.5994
211504981,01/26/2021 12:00:00 AM,01/26/2021 12:00:00 AM,2030,15,N Hollywood,1566,1,310,BURGLARY,1606 0321 0358,0,M,O,729,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,310,,,,10900    WHIPPLE                      ST,,34.1481,-118.3673
201813166,06/27/2020 12:00:00 AM,06/23/2020 12:00:00 AM,0802,18,Southeast,1826,1,648,ARSON,,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",506,FIRE,IC,Invest Cont,648,,,,01500 E  92ND                         ST,,33.9533,-118.2475
201807723,03/04/2020 12:00:00 AM,03/04/2020 12:00:00 AM,1930,18,Southeast,1841,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0603 0302 0432,32,F,W,501,SINGLE FAMILY DWELLING,101,REVOLVER,IC,Invest Cont,230,,,,600 W  108TH                        ST,,33.9383,-118.2848
211405187,01/19/2021 12:00:00 AM,01/15/2021 12:00:00 AM,1600,14,Pacific,1479,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,64,F,K,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,5500 W  79TH                         ST,,33.9647,-118.3753
201406189,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,2230,14,Pacific,1479,2,888,TRESPASSING,1501,0,X,X,102,SIDEWALK,,,IC,Invest Cont,888,,,,7400    OSAGE                        AV,,33.9701,-118.3787
201313905,07/14/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1530,13,Newton,1353,1,310,BURGLARY,0321 0344,0,M,H,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,310,,,,4400    MCKINLEY                     AV,,34.0026,-118.2609
211116106,12/06/2021 12:00:00 AM,12/03/2021 12:00:00 AM,2105,11,Northeast,1124,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1906 1817 0443,43,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956,,,,3400    DREW                         ST,,34.1208,-118.2418
210410200,06/30/2021 12:00:00 AM,06/30/2021 12:00:00 AM,0540,04,Hollenbeck,0409,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,26,F,H,101,STREET,,,IC,Invest Cont,331,,,,4200    LOWELL                       AV,,34.093,-118.1618
201410597,05/08/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1700,14,Pacific,1445,2,624,BATTERY - SIMPLE ASSAULT,0400 0913 0603,27,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,12700    MITCHELL                     AV,,33.998,-118.4354
211113970,10/12/2021 12:00:00 AM,10/07/2021 12:00:00 AM,1700,11,Northeast,1144,1,330,BURGLARY FROM VEHICLE,0344 1307,31,F,H,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,330,,,,2600    IVAN HILL                    TR,,34.1054,-118.2617
210709529,06/07/2021 12:00:00 AM,06/05/2021 12:00:00 AM,1730,07,Wilshire,0701,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,8400    MELROSE                      PL,,34.0835,-118.3734
201810538,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,0500,18,Southeast,1881,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,30,F,H,101,STREET,,,IC,Invest Cont,331,,,,FIGUEROA,GARDENA                      BL,33.8819,-118.2826
201510330,05/21/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1400,15,N Hollywood,1543,2,624,BATTERY - SIMPLE ASSAULT,1309 0400 0416,31,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,12100    BURBANK                      BL,,34.1721,-118.397
212112349,08/08/2021 12:00:00 AM,08/05/2021 12:00:00 AM,1820,21,Topanga,2156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377 1278 1300,35,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,440,,,,6600    TOPANGA CANYON               BL,,34.1904,-118.6059
210915398,10/16/2021 12:00:00 AM,10/16/2021 12:00:00 AM,1245,09,Van Nuys,0915,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1501,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,7000    LENNOX                       AV,,34.1976,-118.4455
202013821,08/25/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1830,20,Olympic,2083,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0104 1822 0344 0330,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,1600 S  WESTERN                      AV,,34.0432,-118.309
222013893,06/01/2022 12:00:00 AM,07/22/2021 12:00:00 AM,1640,20,Olympic,2049,2,354,THEFT OF IDENTITY,1822 0100 0928,39,M,K,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2800    JAMES M WOOD                 BL,,34.0559,-118.2891
201414975,08/05/2020 12:00:00 AM,07/17/2020 12:00:00 AM,1900,14,Pacific,1483,1,480,BIKE - STOLEN,0344 0397,30,F,W,123,PARKING UNDERGROUND/BUILDING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,480,,,,8700    PERSHING                     DR,,33.9538,-118.4407
210312237,06/26/2021 12:00:00 AM,06/24/2021 12:00:00 AM,2200,03,Southwest,0316,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300 1202,64,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1700 W  ADAMS                        BL,,34.0349,-118.3046
211916312,12/02/2021 12:00:00 AM,11/26/2021 12:00:00 AM,0100,19,Mission,1993,2,354,THEFT OF IDENTITY,0923 0924 0930 0928 0929,53,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8000    WISNER                       AV,,34.2166,-118.4627
210305313,01/29/2021 12:00:00 AM,01/29/2021 12:00:00 AM,0430,03,Southwest,0398,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,42ND                         PL,HOOVER                       ST,34.0062,-118.2872
201608314,04/20/2020 12:00:00 AM,04/19/2020 12:00:00 AM,1800,16,Foothill,1637,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,33,M,W,101,STREET,,,IC,Invest Cont,331,,,,OWENS                        ST,MCVINE                       ST,34.2641,-118.3114
210206918,03/15/2021 12:00:00 AM,03/15/2021 12:00:00 AM,0325,02,Rampart,0237,1,761,BRANDISH WEAPON,1822 0334 0443 0356,30,M,A,202,LIQUOR STORE,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,930,,,1400 W  3RD                          ST,,34.0621,-118.2619
202017349,11/18/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1945,20,Olympic,2083,1,210,ROBBERY,1822 0342 0216 0209 0104 1309 0325 0344 0400,0,X,X,248,CELL PHONE STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1800 S  WESTERN                      AV,,34.0416,-118.309
201409048,03/30/2020 12:00:00 AM,03/22/2020 12:00:00 AM,1100,14,Pacific,1428,2,354,THEFT OF IDENTITY,1822,50,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10900    ROSE                         AV,,34.0242,-118.4183
212112026,07/30/2021 12:00:00 AM,07/30/2021 12:00:00 AM,0835,21,Topanga,2107,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0562 0334 0421,53,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,230,930,,,8300    VARIEL                       AV,,34.2199,-118.5929
211216743,07/30/2021 12:00:00 AM,07/30/2021 12:00:00 AM,0530,12,77th Street,1241,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3300    HYDE PARK                    BL,,33.9806,-118.3301
210122914,12/28/2021 12:00:00 AM,12/25/2021 12:00:00 AM,2330,01,Central,0164,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,38,M,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,,,,600 S  SPRING                       ST,,34.0445,-118.2523
210706580,03/12/2021 12:00:00 AM,03/11/2021 12:00:00 AM,2355,07,Wilshire,0729,2,624,BATTERY - SIMPLE ASSAULT,0416 0446,39,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,ROSSMORE,3RD                          ST,34.0689,-118.3274
201913350,08/15/2020 12:00:00 AM,08/09/2020 12:00:00 AM,1600,19,Mission,1984,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0554 2024 0510 0522 0913 0512 0528 0506,7,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,812,860,,,8800    WILLIS                       AV,,34.2301,-118.4553
201409999,04/23/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1830,14,Pacific,1414,1,310,BURGLARY,1609 0344,56,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,200    RUTH                         AV,,34.0011,-118.4728
221605289,02/09/2022 12:00:00 AM,12/03/2021 12:00:00 AM,1415,16,Foothill,1612,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,27,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,13100    DAVENTRY                     ST,,34.278,-118.4186
211504617,01/17/2021 12:00:00 AM,01/17/2021 12:00:00 AM,1615,15,N Hollywood,1549,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0416 0400 0444,18,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,LANKERSHIM,CHANDLER,34.1689,-118.3771
210112105,06/19/2021 12:00:00 AM,06/19/2021 12:00:00 AM,1400,01,Central,0138,1,210,ROBBERY,0416 0444 0429 0344 2004 1822 1414 2033 2001,22,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,4TH,SAN PEDRO,34.0459,-118.243
211200835,10/29/2021 12:00:00 AM,10/29/2021 12:00:00 AM,0800,12,77th Street,1266,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,0943 1259,15,F,B,101,STREET,,,AA,Adult Arrest,822,,,,80TH                         ST,FIGUEROA,33.9669,-118.2827
210415799,12/12/2021 12:00:00 AM,12/12/2021 12:00:00 AM,0500,04,Hollenbeck,0473,1,330,BURGLARY FROM VEHICLE,1300 1307 0344,52,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,400 S  CHICAGO                      ST,,34.0413,-118.2145
211820326,11/20/2021 12:00:00 AM,11/17/2021 12:00:00 AM,1305,18,Southeast,1862,2,903,CONTEMPT OF COURT,2000 1906 0913 1813 2038,41,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,903,,,,200 W  IMPERIAL                     HY,,33.931,-118.2775
211510878,06/22/2021 12:00:00 AM,06/21/2021 12:00:00 AM,2100,15,N Hollywood,1527,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,31,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,6400    ELMER                        AV,,34.1867,-118.3769
210320398,12/19/2021 12:00:00 AM,12/18/2021 12:00:00 AM,1630,03,Southwest,0327,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,28TH                         ST,HOOVER,34.0294,-118.284
210311100,05/31/2021 12:00:00 AM,04/27/2021 12:00:00 AM,0800,03,Southwest,0341,2,662,"BUNCO, GRAND THEFT",0701 0800,58,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,5700    ALADDIN                      ST,,34.0174,-118.3703
211012487,09/19/2021 12:00:00 AM,09/19/2021 12:00:00 AM,1300,10,West Valley,1017,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0605 1300 1309 2000 0913 1814 0329,29,M,O,101,STREET,307,VEHICLE,AO,Adult Other,236,,,,VALERIO,OSTROM,34.2048,-118.5077
231306523,02/18/2023 12:00:00 AM,11/01/2020 12:00:00 AM,1200,13,Newton,1383,2,354,THEFT OF IDENTITY,1822 0928 0100,27,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6000 S  MAIN                         ST,,33.9851,-118.2739
210406432,03/08/2021 12:00:00 AM,03/07/2021 12:00:00 AM,1700,04,Hollenbeck,0489,1,310,BURGLARY,0344 1609 0329,0,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,1200 S  SOTO                         ST,,34.0275,-118.2195
201508240,04/01/2020 12:00:00 AM,03/31/2020 12:00:00 AM,0310,15,N Hollywood,1513,1,310,BURGLARY,0207 1420 0206 0344 1610 0216 0321 0325 1309 1607,0,M,O,210,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,12600    SHERMAN                      WY,,34.2012,-118.4073
201514443,08/26/2020 12:00:00 AM,08/22/2020 12:00:00 AM,2100,15,N Hollywood,1555,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0385,36,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,4900    TUJUNGA                      AV,,34.1599,-118.379
211012424,09/17/2021 12:00:00 AM,09/17/2021 12:00:00 AM,1704,10,West Valley,1023,2,755,BOMB SCARE,1822 0404,0,M,W,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,755,,,,7100    TAMPA                        AV,,34.1996,-118.5535
210509907,06/04/2021 12:00:00 AM,06/04/2021 12:00:00 AM,0100,05,Harbor,0504,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1309,58,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740,,,,1600 W  206TH                        ST,,33.8438,-118.3092
210608533,04/14/2021 12:00:00 AM,04/13/2021 12:00:00 AM,1818,06,Hollywood,0645,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377 1822 2032,54,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,7000    HOLLYWOOD                    BL,,34.1015,-118.3425
201916638,11/06/2020 12:00:00 AM,11/06/2020 12:00:00 AM,0915,19,Mission,1964,2,901,VIOLATION OF RESTRAINING ORDER,2038 1814,44,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,901,,,,9200    CEDROS                       AV,,34.2372,-118.4535
211222935,10/03/2021 12:00:00 AM,10/02/2021 12:00:00 AM,1400,12,77th Street,1249,2,354,THEFT OF IDENTITY,0925,64,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6900    ESTRELLA                     AV,,33.9761,-118.2849
211417675,09/03/2021 12:00:00 AM,09/03/2021 12:00:00 AM,0720,14,Pacific,1464,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2004,0,X,X,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,,,,12700 W  JEFFERSON                    BL,,33.9775,-118.4176
210212584,07/29/2021 12:00:00 AM,07/28/2021 12:00:00 AM,2230,02,Rampart,0205,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3300    MARATHON                     ST,,34.0819,-118.2781
241211180,05/03/2024 12:00:00 AM,06/01/2021 12:00:00 AM,2000,12,77th Street,1267,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1305 0913 0400 0411,40,F,H,101,STREET,212,BOTTLE,IC,Invest Cont,230,,,,FIGUEROA                     ST,MANCHESTER                   AV,33.9601,-118.2827
201417396,09/18/2020 12:00:00 AM,09/17/2020 12:00:00 AM,0001,14,Pacific,1496,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,28,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,6100 W  CENTURY                      BL,,33.9456,-118.3904
211907205,04/01/2021 12:00:00 AM,02/22/2020 12:00:00 AM,0001,19,Mission,1915,1,122,"RAPE, ATTEMPTED",0512 0527 1259 0913 1817 0532 0501,17,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,122,,,,DE GARMO                     AV,SAYRE                        ST,34.3009,-118.4442
211604660,01/24/2021 12:00:00 AM,01/24/2021 12:00:00 AM,0120,16,Foothill,1684,2,624,BATTERY - SIMPLE ASSAULT,0561 0416 0913 2002,64,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,11900    RATNER                       ST,,34.2168,-118.3944
211711987,08/28/2021 12:00:00 AM,08/27/2021 12:00:00 AM,2337,17,Devonshire,1767,1,310,BURGLARY,0209 0329 1609 0321 0344,0,X,X,217,AUTO REPAIR SHOP,,,IC,Invest Cont,310,,,,9500    RESEDA                       BL,,34.2427,-118.5361
202106402,02/23/2020 12:00:00 AM,02/19/2020 12:00:00 AM,1000,21,Topanga,2125,2,662,"BUNCO, GRAND THEFT",0701 0344 1900,56,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,21500    SATICOY                      ST,,34.2119,-118.6017
221707996,02/21/2022 12:00:00 AM,12/13/2021 12:00:00 AM,1200,17,Devonshire,1715,2,354,THEFT OF IDENTITY,0928,52,M,F,407,HARDWARE/BUILDING SUPPLY,,,IC,Invest Cont,354,,,,17800    GREYHAWK                     PL,,34.2871,-118.5209
210208101,04/13/2021 12:00:00 AM,03/25/2021 12:00:00 AM,2000,02,Rampart,0237,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,EMERALD,2ND,34.0595,-118.2573
211812281,06/20/2021 12:00:00 AM,06/20/2021 12:00:00 AM,0930,18,Southeast,1849,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0408 0856,54,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,11500    CROESUS                      AV,,33.9302,-118.2335
201421728,12/16/2020 12:00:00 AM,12/15/2020 12:00:00 AM,1810,14,Pacific,1477,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 0394 0344,36,F,W,104,DRIVEWAY,,,IC,Invest Cont,440,,,,6200 W  85TH                         PL,,33.9604,-118.3945
211113840,10/08/2021 12:00:00 AM,09/29/2021 12:00:00 AM,1200,11,Northeast,1158,2,354,THEFT OF IDENTITY,0100 0923 1822,58,M,W,602,BANK,,,IC,Invest Cont,354,,,,300 W  AVENUE 41,,34.0952,-118.2125
201700767,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,1704,17,Devonshire,1745,1,761,BRANDISH WEAPON,1822 2004 0334 1402 2021 2003,0,M,X,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,761,998,,,DEVONSHIRE                   ST,LOUISE                       AV,34.2576,-118.5111
